name,poor,weak,moderate,long_lasting,very_long_lasting
JLuxe Jennifer Lopez for women,1,1,6,1,4
Essencial Feminino Natura for women,0,0,1,3,1
Homem Zero Grau Natura for men,0,0,2,0,0
Accordes O Boticário for women,1,2,2,0,0
Coffee Man O Boticário for men,2,6,14,24,4
Elysée Blanc O Boticário for women,0,0,1,0,0
Floratta in Rose O Boticário for women,1,2,2,1,0
Floratta Sapphire O Boticário for women,0,0,0,0,0
Lily Essence O Boticário for women,1,3,11,14,4
Linda Miami Sunset O Boticário for women,0,0,0,1,0
Portinari Pipas O Boticário for men,0,0,0,0,0
Quasar Quest O Boticário for men,0,0,4,2,0
Uomini O Boticário for men,2,3,14,3,2
Uomini Mediterraneo O Boticário for men,1,0,2,0,0
Forum Classic Jeans Tufi Duek for women and men,0,0,2,4,0
Grazzia Exotic Ésika for women,0,1,0,0,0
#Urbano Natura for men,3,1,3,4,3
#Urbano Noite Natura for men,0,0,0,0,0
#Urbano Noturno Natura for men,0,0,0,0,0
Adocicado Feminino Natura for women,0,0,0,0,0
Água de Banho Cheiro de Moça Bonita Natura for women,1,1,0,1,0
Água de Banho Misteriosa Pataqueira Natura for women,0,0,0,0,0
Alegria no Parque Natura for women and men,0,0,0,0,0
Algodão Natura for women,1,0,1,0,0
Algodão Envolvente Natura for women,0,0,0,0,0
Amasso Natura for men,0,0,1,4,0
Ambarado Masculino Natura for men,0,0,0,0,0
Ameixa e Gengibre Rosa Natura for women,0,0,0,0,0
Amó Natura for women,0,0,1,0,0
Amó Natura for men,0,0,0,3,0
Amora e Amêndoas Natura for women,0,0,0,0,0
Amora Vermelha e Jabuticaba Natura for women,0,0,0,0,0
Ares de Shiraz Natura for women,0,0,1,1,0
Arrepio Natura for women,0,0,0,0,0
Avelã e Romã Natura for women,0,0,0,0,0
Banho de Chuva Natura for women,0,0,0,0,0
Banho de Chuva Natura for women and men,0,0,0,0,0
Banho de Energia Natura for women and men,0,1,0,0,0
Banho de Mar Natura for women,0,0,0,0,0
Beijo de Humor Natura for women,0,1,0,0,0
Beijo de Humor Natura for men,0,0,0,0,0
Bem Bom Meninas Natura for women,0,0,0,0,0
Bem Bom Meninos Natura for men,0,0,0,0,0
Biografia Assinatura Natura for men,0,0,1,0,0
Biografia Assinatura Natura for women,0,0,0,0,0
Biografia Inspire Natura for women,0,0,0,1,0
Bom Bom Natura for women,0,0,0,0,0
Capim-Limão Natura for women and men,0,0,0,0,0
Cereja e Avelã Natura for women,0,1,2,0,0
Chamego Natura for women,0,2,7,1,0
Chestnut Natura for women and men,1,2,4,0,1
Citrico Feminino Natura for women,0,0,0,0,0
Citrico Masculino Natura for men,0,0,0,0,0
Collages Angelica Natura for women and men,0,0,0,0,0
Collages Jacaranda Natura for women and men,0,0,0,1,0
Collages Madeira Branca Natura for women and men,0,0,0,0,0
Collages Nectar Natura for women and men,0,0,0,0,0
Collages Terra Natura for women and men,0,0,0,0,0
Copaíba Natura for men,0,0,1,2,0
Desenho nas Nuvens Natura for women and men,0,0,0,0,0
Desperte Natura for women,0,0,0,0,0
Desperte Natura for men,0,0,1,0,0
Dia de Sol Frutas Tropicais Natura for women,0,1,1,0,0
Dias de Verão Natura for women,0,1,0,1,0
Dose de Humor Natura for women,0,0,0,0,0
Ekos Alma Natura for women,0,1,4,1,0
Envolvente 2010 Natura for women,0,0,0,0,0
Envolvente 2011 Natura for women,0,1,0,0,0
Ervas Feminino Natura for women,0,0,0,0,0
Ervas Masculino Natura for men,0,0,0,0,0
Essência de Moça Natura for women,0,0,1,0,0
Essência Misteriosa Pataqueira Natura for women,0,0,0,0,0
Essencial Elixir Natura for women,0,2,0,1,0
Essencial Elixir Natura for men,0,0,1,4,0
Essencial Estilo Natura for men,0,1,1,4,4
Essencial Estilo Natura for women,0,0,0,0,0
Essencial Exclusivo Natura for men,2,1,6,18,3
Essencial Exclusivo Floral Natura for women,1,0,2,2,0
Essencial Feminino Natura for women,0,0,1,3,1
Essencial Intenso Natura for men,0,0,1,8,2
Essencial Oud Natura for men,0,1,0,10,2
Essencial Oud Natura for women,0,0,1,2,2
Essencial Supreme Natura for women,0,0,1,0,0
Essencial Supreme Natura for men,0,0,0,0,0
Esta Flor Flor de Laranjeira Natura for women,0,0,1,1,0
Esta Flor Íris Natura for women,1,0,1,0,0
Esta Flor Lavanda Natura for women,0,0,0,0,0
Esta Flor Rosa Natura for women,0,1,2,1,0
Exsultate Natura for women,0,0,0,0,0
Faces Secreta Natura for women,0,0,0,0,0
Flor D'água Natura for women,0,0,0,0,0
Flor da Manhã Natura for women,1,1,1,1,0
Flor de Laranjeira Natura for women and men,0,0,0,0,0
Flor de Lis Natura for women and men,0,0,1,0,0
Flor do Luar Natura for women and men,0,1,6,3,1
Floral Feminino Natura for women,0,0,0,0,0
Floral Masculino Natura for men,0,0,0,0,0
Flores Delicadas Natura for women,0,0,0,1,0
Flores Flutuantes Natura for women,0,0,0,0,0
Flower in Wood (Madeira em Flor) Natura for women and men,1,1,4,1,0
Folhas de Cravo Natura for men,0,0,0,0,0
Folhas de Limão e Graviola Natura for women and men,0,1,0,0,0
Formula do Humor Natura for men,0,0,4,0,0
Framboesa e Pimenta Rosa Natura for women,0,0,0,1,0
Framboesa e Pimenta Vermelha Natura for women,0,0,0,0,0
Frescor de Cupuaçú Natura for women and men,0,0,0,0,0
Frescor de Maracujá Rosa Natura for women,0,0,1,0,0
Frescor de Maracujá Roxo Natura for women,0,0,1,0,0
Frescor Flor de Cupuaçú Natura for women,0,0,0,0,0
Freshness Black Pitanga Natura for women and men,0,0,3,0,0
Freshness Buriti Natura for women and men,1,0,1,0,0
Freshness Cocoa Natura for women and men,0,0,1,0,1
Freshness Pitanga Natura for women and men,2,1,9,4,0
Freshness Yellow Pitanga (Pitanga Amarela) Natura for women and men,0,0,3,0,0
Frésia em Flor Natura for women,0,0,0,0,0
Fru Fru Natura for women,0,0,0,0,0
Frutal Feminino Natura for women,0,0,0,0,0
Frutal Masculino Natura for men,0,0,0,0,0
Frutas Vermelhas Natura for women,0,0,0,0,0
Frutas Vermelhas Intensas Natura for women,0,0,0,0,0
Gen Natura for men,0,0,1,0,1
Ha Ha Ha Natura for men,0,0,0,0,0
Hoje Natura for men,0,0,0,1,0
Homem Acqua Natura for men,0,0,0,0,0
Homem Aurum Intenso Natura for men,0,1,1,2,0
Homem Cor.Agio Natura for men,1,0,1,0,0
Homem Cromo Natura for men,0,0,0,2,0
Homem Dom Natura for men,0,0,1,3,0
Homem Elemento Natura for men,0,0,2,6,0
Homem Especiarias Natura for men,1,0,4,3,0
Homem Essence Natura for men,0,1,5,14,2
Homem Íon Natura for men,0,0,2,0,0
Homem Madeiras Natura for men,0,0,4,1,0
Homem Nitro Natura for men,0,0,1,4,0
Homem Nitro Intenso Natura for men,0,0,0,0,0
Homem Verum Natura for men,0,0,1,6,1
Homem Zero Grau Natura for men,0,0,2,0,0
Humor 3 Natura for women,0,1,0,1,0
Humor 4 Natura for men,0,0,2,0,0
Humor 6 Paz e Humor Natura for men,2,2,10,3,2
Humor a Rigor Natura for men,0,0,1,1,0
Humor Bom Bom Natura for women,0,2,1,1,1
Humor de Salto Alto Natura for women,0,0,1,0,0
Humor Perfeito Natura for women,0,0,2,0,0
Ilía Dual Natura for women,0,0,3,1,1
Ilía Florescer Natura for women,0,0,0,0,0
Ilía Laços Natura for women,0,0,0,0,0
Ilía Viver Natura for women,0,0,0,0,0
Inspira Natura for women and men,0,0,0,0,0
Inspira Beleza Natura for women and men,0,0,0,0,0
Intuição Natura for women,0,0,0,1,2
K Natura for men,1,0,0,2,1
K Max Natura for men,0,1,0,2,2
Kaiak Aero Natura for men,1,2,2,5,2
Kaiak Aventura Natura for women,0,0,0,2,0
Kaiak Energia Natura for women,0,1,1,1,0
Kaiak Ultra Masculino Natura for men,0,0,0,0,0
Kriska Beleza Natura for women,0,0,0,0,0
Kriska Drama Natura for women,0,0,2,3,0
Kriska Encanto Natura for women,0,1,1,1,0
Kriska Jeans Natura for women,1,0,0,1,0
Lavanda e Baunilha Natura for women,0,1,0,0,0
Luna Fascinante Natura for women,0,0,0,0,0
Luna Radiante Natura for women,0,0,0,1,0
Luna Rosé Natura for women,0,0,1,1,0
Luna Rubi Natura for women,0,0,1,1,0
Macadâmia Natura for women,0,0,0,0,0
Madeira Masculino Natura for men,0,0,0,0,0
Mate Leaves (Folhas de Mate) Natura for men,1,0,1,0,1
Mirtilo e Framboesa Natura for women,0,0,0,0,0
Momento Sono Natura for women and men,0,0,0,0,0
Noz Pecã e Karité Natura for women,0,0,0,0,0
Pitada de Humor Natura for women,0,0,0,0,0
Provoca Natura for men,0,0,2,2,0
Química de Humor Natura for women,0,0,1,0,1
Química de Humor Natura for men,0,3,0,0,0
Quotidiano Natura for women and men,0,0,0,0,0
Rebel Glam Natura for women,0,0,0,0,0
Recria Natura for men,0,0,0,0,0
Refrescante 2010 Natura for women,0,0,0,0,0
Refrescante 2011 Natura for women,0,0,0,0,0
Relaxante Natura for women and men,0,0,0,0,0
Rosa Âmbar - Taimir Natura for women and men,0,0,0,0,0
Sensual 2010 Natura for women,0,0,0,0,0
Sensual 2011 Natura for women,0,0,0,0,0
Sève Amêndoas Doces Natura for women,0,0,1,0,0
Sève Chuva de Pétalas Natura for women,0,0,0,0,0
Sintonia Natura for men,0,0,6,0,0
Sintonia Natura for women,1,0,0,0,0
Sintonia Impacto Natura for men,0,0,0,0,0
Sintonia Noite Natura for men,1,0,1,0,1
Sintonia Total Natura for women,0,0,0,0,0
SPFW Alquimia Natura for women and men,0,0,0,0,0
SPFW Arte Natura for women and men,0,0,0,0,0
SPFW Beleza Natura for women and men,0,0,0,0,0
SPFW Paixão Natura for women and men,0,0,0,0,0
Sr. N Ambar Natura for men,0,0,0,1,1
Sr. N Cedro Natura for men,0,0,2,0,0
Sr. N Noite Natura for men,0,0,0,0,0
Sr. N Vetiver Natura for men,0,1,1,0,0
Subindo na Árvore Natura for women and men,0,0,0,0,0
Suspiro Natura for women,0,0,1,3,0
Tâmara e Canela Natura for women,0,0,0,1,0
Toxic! Pink Natura for women,0,0,0,0,0
Uhu! Natura for men,0,0,0,0,0
Una Natura for women,0,0,0,3,0
Una Artisan Natura for women,0,0,2,0,0
Una Blush Natura for women,0,0,1,0,0
Una Intenso Natura for women,0,0,1,0,0
Una Senses Natura for women,0,0,2,2,3
Uva Verde e Água de Coco Natura for women,0,0,0,0,0
Verão Dourado Natura for women,0,0,0,0,0
Verde Chá Natura for women,0,0,0,0,0
Vôvó Natura for women,0,0,0,0,0
Vôvó Natura for men,0,1,0,0,0
X Natura for women,0,0,0,1,2
Xodo Natura for women,1,0,2,2,0
Y Natura for women,0,0,0,0,1
Z Natura for women and men,0,1,0,1,0
Night Blue Armand Basi for men,1,0,1,1,1
Let You Love Me Blumarine for women,3,0,0,0,0
Mon Bouquet Blanc Blumarine for women,0,0,0,0,0
Jaipur Bracelet Limited Edition Boucheron for women,0,1,9,2,5
Les Beaux Jours Burdin for women,0,0,0,0,0
Paris Minuit Burdin for women,0,1,1,0,0
Tinoutcha Burdin for women,0,0,0,0,0
Dans Ma Bulle Carven for women,3,8,4,6,2
Enchanted Midnight Spell Chopard for women,1,1,0,3,1
Cool Water Night Dive Woman Davidoff for women,1,5,20,5,4
Fresh Bloom Desigual for women,0,2,1,1,0
L'Amour Fou Emanuel Ungaro for women,3,6,20,12,4
L'Amour Fou Eau de Toilette Emanuel Ungaro for women,0,4,3,1,0
L'Amour Fou L'Elixir Emanuel Ungaro for women,0,5,11,11,2
Ungaro Love Emanuel Ungaro for women,2,2,4,4,0
Ungaro Power Emanuel Ungaro for men,2,0,5,1,0
Ermanno Scervino Eau de Parfum Ermanno Scervino for women,0,1,2,1,1
Dynamic Life for Her Esprit for women,0,0,2,1,0
Imagine for Her Esprit for women,2,0,3,1,0
Life by ESPRIT Summer Edition 2015 for Her Esprit for women,0,0,0,0,0
Life by Esprit Summer Edition for Her Esprit for women,0,0,0,0,1
Guess Seductive Guess for women,24,47,94,19,7
Guess Seductive Wild Summer Guess for women,2,5,1,0,0
Halloween Magic Halloween for women,1,0,3,4,1
Eclat Eternel ID Parfums for women,1,0,1,1,1
Tentation de Violettes ID Parfums for women,1,0,2,0,1
1A-33 J.F. Schwarzlose Berlin for women and men,6,4,10,7,4
20 / 20 J.F. Schwarzlose Berlin for women and men,4,1,2,0,1
Altruist J.F. Schwarzlose Berlin for women and men,2,1,3,1,2
Altruist Eau de Parfum J.F. Schwarzlose Berlin for women and men,0,3,1,0,2
Leder 6 J.F. Schwarzlose Berlin for women and men,1,2,4,15,14
Parfum Captive #1 J.F. Schwarzlose Berlin for women and men,0,0,0,1,0
Parfum Captive #2 J.F. Schwarzlose Berlin for women and men,0,0,0,0,0
Parfum Captive #3 J.F. Schwarzlose Berlin for women and men,0,0,0,0,0
Rausch J.F. Schwarzlose Berlin for women and men,2,3,9,17,9
Trance J.F. Schwarzlose Berlin for women and men,2,4,5,13,5
Treffpunkt 8 Uhr J.F. Schwarzlose Berlin for women and men,1,0,6,4,4
Jimmy Choo Eau de Toilette Jimmy Choo for women,25,57,57,18,12
Jimmy Choo Exotic Jimmy Choo for women,5,5,15,25,10
Jimmy Choo Exotic (2014) Jimmy Choo for women,2,3,8,11,5
Jimmy Choo Exotic (2015) Jimmy Choo for women,3,0,10,6,5
Jimmy Choo Exotic (2016) Jimmy Choo for women,2,2,3,1,2
Miss Wild Joop! for women,4,6,19,1,4
Runaway Karen Walker for women,2,1,0,2,0
Tresor In Love Lancome for women,33,52,193,62,34
Tresor In Love La Coquette Limited Edition Lancome for women,0,0,4,0,0
Lovely Laura Laura Biagiotti for women,0,1,1,0,0
Romamor Laura Biagiotti for women,2,1,7,0,0
M+ Mandarina Duck for men,2,1,0,0,0
Alien Eau Extraordinaire Mugler for women,26,66,151,82,31
Make B. Eau de Parfum O Boticário for women,0,0,4,2,0
Delight Oriflame for women,4,4,9,0,1
Sensoria Oriflame for women,8,6,1,0,0
Otto Kern Commitment Man Otto Kern for men,1,0,1,1,0
Invictus Paco Rabanne for men,58,75,255,511,204
Invictus Onyx Collector Edition Paco Rabanne for men,3,2,6,6,4
Invictus Silver Cup Collector's Edition Paco Rabanne for men,1,1,2,1,5
Porsche Titan Porsche Design for men,3,4,13,11,12
Gold Diamond Roberto Verino for women,1,0,1,0,0
Gold Diva Roberto Verino for women,2,1,8,0,6
Ma Force Salvador Dali for women,1,0,1,1,0
Miss Aura Swarovski for women,1,4,8,1,0
Sensual Touch Tous for women,2,7,16,2,1
Your Moments Tous for women,2,1,1,0,2
Riflesso Trussardi for men,9,11,37,27,14
Riflesso Blue Vibe Trussardi for men,4,6,5,5,3
Riflesso Blue Vibe Limited Edition Trussardi for men,0,0,0,1,2
Riflesso Streets Of Milano Trussardi for men,1,2,3,1,1
Secret d'Essences Neroli Yves Rocher for women,19,33,120,56,13
Yatagan Caron for men,29,39,112,150,84
Private Collection Estée Lauder for women,8,13,36,100,31
Halston Z14 Halston for men,22,18,88,134,27
A'Suma Coty for women,0,0,1,1,0
L'Aimant Coty for women,13,25,44,19,4
Muse Coty for women,0,0,1,0,0
Green Water Jacques Fath for men,10,6,7,6,9
Green Water Pour Monsieur Jacques Fath for men,0,0,3,0,3
Iris Gris Jacques Fath for women,1,0,2,0,0
Knize Sec Knize for women and men,1,2,1,8,0
Knize Ten Knize for men,15,10,31,93,47
Knize Ten Golden Edition Knize for men,0,0,7,12,13
4711 Remix Cologne Anniversary Edition 4711 for women and men,2,1,6,3,2
Baldessarini Cool Force Baldessarini for men,2,3,2,1,0
Black Fleece Brooks Brothers for men,1,1,4,1,3
Je t’aime Paris CIEL Parfum for women,0,0,0,0,0
Tango CIEL Parfum for women,0,0,0,0,0
L'Oud Collistar for women and men,0,1,2,1,1
Imagenes Ésika for women,0,0,1,0,0
Jadiss Ésika for women,0,0,0,0,0
Esprit Pure for Men Esprit for men,0,1,1,0,0
Le Duc Esprit de Versailles for men,0,0,1,1,0
Intemporel Faberlic for women,0,0,1,0,0
Cabotine Gold Gres for women,3,6,21,3,3
11:00 AM HOC for women and men,0,0,0,0,0
5:00 PM HOC for women and men,0,0,0,0,0
9:00 PM HOC for women and men,0,0,0,0,0
Jaguar Woman Ivory Edition Jaguar for women,0,0,1,0,0
Pink Sparkle POP Kylie Minogue for women,1,2,3,0,0
Showtime EDP Kylie Minogue for women,1,4,8,4,7
Showtime EDT Kylie Minogue for women,2,5,9,4,1
Oud 27 Le Labo for women and men,9,4,23,46,22
Oud 27 Perfume Oil Le Labo for women and men,2,1,0,0,8
Tabac Man Silver Maurer & Wirtz for men,1,0,0,1,1
Le Parfum Max Mara for women,7,6,14,7,5
Egeo Dolce O Boticário for men,1,0,1,0,0
Amber Elixir Oriflame for women,7,17,45,58,47
Ascendant Oriflame for men,8,10,19,12,0
Eclat Homme Sport Oriflame for men,4,4,8,7,0
Eclat Sport Oriflame for men,2,1,9,4,0
Full Moon for Him Oriflame for men,1,1,7,0,0
My Red by Demi Moore Oriflame for women,3,6,12,5,5
So Fever Her Oriflame for women,6,5,15,3,1
Volare Forever Oriflame for women,2,2,6,6,0
Adorn ORN for women and men,0,0,0,0,0
Otto Kern Commitment Woman Otto Kern for women,1,0,0,5,2
Paris Baby Parfums Elite for women,1,0,6,5,2
Paul Smith Sunshine For Women 2016 Paul Smith for women,0,0,0,0,0
No. 04 Violet & White Lily Rituals for women,1,1,5,0,0
No. 06 Green Bergamot & Vetiver Rituals for women,1,3,2,1,0
No. 10 Lemongrass & Neroli Rituals for men,0,1,6,1,0
No. 17 Vetiver & Bergamot Rituals for men,0,0,3,13,1
No. 23 Magnolia & Pink Pepper Rituals for women,2,0,5,5,0
Feroce Tonino Lamborghini for men,0,2,3,1,0
Tous In Heaven Her Tous for women,3,3,5,4,0
Honour Woman Amouage for women,22,16,56,111,36
24 Old Bond Street Atkinsons for women and men,6,9,19,13,3
24 Old Bond Street Limited Edition Atkinsons for women and men,2,1,1,1,2
24 Old Bond Street Limited Edition 2016 Atkinsons for women and men,1,0,0,2,0
24 Old Bond Street Triple Extract Atkinsons for women and men,9,8,19,7,4
24 Old Bond Street Triple Extrait Atkinsons for women and men,0,0,0,2,0
Crème de Cuir BDK Parfums for women and men,2,3,2,12,5
Let You Love Me Blumarine for women,3,0,0,0,0
Dans Ma Bulle Carven for women,3,8,4,6,2
Epices Sultanes Comptoir Sud Pacifique for women and men,0,1,3,4,1
Jasmin Poudre Comptoir Sud Pacifique for women,1,1,4,1,3
Musc & Roses Comptoir Sud Pacifique for women,1,0,1,2,1
Fresh Bloom Desigual for women,0,2,1,1,0
Dolce Garden Dolce&Gabbana for women,21,18,84,45,24
The Only One Eau de Parfum Intense Dolce&Gabbana for women,4,7,11,16,0
Dangerous Complicity Etat Libre d'Orange for women and men,9,18,37,12,4
Pop Delights 02 Jean-Louis Scherrer for women,0,0,0,0,0
Fruits du Mouvement Lalique for women and men,2,2,7,4,4
Or Intemporel Lalique for women and men,9,6,12,22,5
Romamor Laura Biagiotti for women,2,1,7,0,0
Mauboussin Pour Lui Mauboussin for men,7,3,10,6,3
Red Amber Pascal Morabito for men,0,0,5,5,0
23 Janvier 1984 Pozzo di Borgo for women,0,0,1,1,0
Fleur de Lavande Souleiado for women,0,1,0,0,0
Rouge Divin Stendhal for women,3,2,2,1,1
Your Moments Tous for women,2,1,1,0,2
Byblos Woman Byblos for women,1,0,1,0,1
Jesus Del Pozo In White Jesus Del Pozo for women,3,11,38,33,2
Eclat Oriflame for women,12,6,23,3,2
Eclat Femme Oriflame for women,1,6,12,3,0
4711 Original Eau de Cologne 4711 for women and men,498,182,53,19,22
Adam Levine for Men Adam Levine for men,13,21,29,7,16
Adam Levine for Women Adam Levine for women,19,33,116,59,36
L Eau de Parfum Apothia for women,0,0,0,0,1
Majesty Arabesque Perfumes for women and men,0,0,0,0,1
Anima Dulcis Arquiste for women and men,6,5,26,14,8
J.Crew No. 31 Arquiste for women,1,0,1,1,0
J.Crew No. 57 Arquiste for women and men,0,3,5,1,1
L’Etrog Arquiste for women and men,5,5,3,3,3
Nanban Arquiste for women and men,5,8,7,33,14
The Architects Club Arquiste for women and men,11,5,18,15,11
Hayati Attar Collection for women and men,3,1,0,4,3
Midnight Avon for men,1,2,0,3,0
George Carine Roitfeld for women and men,0,0,1,1,0
Lawrence Carine Roitfeld for women and men,0,0,0,0,0
Cerruti 1881 Collection Cerruti for women,1,2,6,2,0
Comme des Garcons Series 2 Red: Palisander Comme des Garcons for men,2,5,15,5,2
Le Cinquieme Parfum Coolife for women and men,0,1,0,0,0
Le Quatrieme Parfum Coolife for women and men,2,0,0,5,0
Divine Divine for women,3,1,6,10,18
Eau Divine Divine for women and men,3,3,3,2,3
L'Ame Soeur Divine for women,1,2,5,4,1
L'etre Aime Femme Divine for women,0,0,2,3,1
L'etre Aime Homme Divine for men,0,2,4,0,1
L'homme Accompli Divine for men,2,1,3,0,2
L'Homme de Coeur Divine for men,0,4,12,9,5
L'Homme Infini Divine for men,1,3,4,2,0
L'Homme Sage Divine for men,4,3,12,17,33
Donna Karan Gold Donna Karan for women,7,5,28,50,16
5th Avenue Style Elizabeth Arden for women,4,15,26,16,3
Citizen X Ex Nihilo for women and men,2,2,3,6,3
Nocturama Ex Nihilo for women and men,0,1,0,2,0
Blondine Frassai for women and men,2,2,7,7,8
