name,poor,weak,moderate,long_lasting,very_long_lasting
Quetzalli Tolteca for women,0,0,0,0,0
Tleyotl Tolteca for women,0,0,0,0,1
A Rather Novel Collection 5 O'Clock At Belvoir Castle by Stephen Nilsen Anthropologie for women and men,0,0,2,4,0
A Rather Novel Collection Silk Road Caravan by Stephen Nilsen Anthropologie for women and men,0,2,1,1,0
Pearl Apothia for women,1,0,2,2,1
Herve Leger Homme Avon for men,0,4,6,4,8
Little Black Dress Party Avon for women,1,1,5,1,2
Midnight Avon for men,1,2,0,3,0
Andy Warhol Union Square Bond No 9 for women,0,2,3,3,2
Union Square Bond No 9 for women,1,3,2,2,0
Bergamot Commodity for women and men,5,5,26,3,5
Orris Commodity for women,2,1,13,12,8
DKNY Stories Donna Karan for women,4,7,21,12,2
DKNY Stories Eau de Toilette Donna Karan for women,0,1,1,4,0
Cherished Flower Drew Barrymore for women,3,3,15,1,1
Radiant Flower Drew Barrymore for women,3,3,10,1,0
Sultry Flower Drew Barrymore for women,3,5,5,4,1
Lesedi La Rona IV Graff for women,0,0,0,1,0
With Love Hilary Duff for women,20,42,144,53,30
Katy Perry's Mad Potion Katy Perry for women,77,27,40,12,18
Mankind Legacy Kenneth Cole for men,2,3,3,2,0
Perfume Diaries Bare Skin Leslie Blodgett for women,0,1,2,1,0
Truth or Dare Madonna for women,28,29,102,205,269
Truth or Dare by Madonna Naked Madonna for women,30,35,121,119,63
BCBG Max Azria Max Azria for women,14,20,51,14,3
BCBG Max Azria Bon Chic Max Azria for women,7,13,24,7,2
Dawn Sarah Jessica Parker for women,4,7,20,7,3
Six Scents Series Three 5 . N.Hoolywood: #087 Six Scents for women and men,0,2,1,1,0
Six Scents Series Two 4 House of Holland: Smell Six Scents for women and men,0,0,2,0,0
Tommy 10 Tommy Hilfiger for men,0,2,2,6,0
Tommy Girl 10 Tommy Hilfiger for women,0,1,4,2,0
Lovestruck Vera Wang for women,40,43,63,17,8
Tease Rebel Victoria's Secret for women,7,1,8,3,5
Victoria Victoria's Secret for women,9,33,14,12,5
Animale Instinct Femme Animale for women,0,0,0,0,0
Scent Trend Avon for women,1,0,0,0,0
Black Fleece Brooks Brothers for women,4,1,5,2,3
Escape for Men Calvin Klein for men,13,23,152,69,24
Escada Magnetic Beat Escada for women,1,3,15,2,5
Escada Magnetism Escada for women,20,33,129,210,67
Guess Man Guess for men,9,19,66,12,5
Harajuku Lovers G Harajuku Lovers for women,22,26,63,11,5
Harajuku Lovers Snow Bunnies G Harajuku Lovers for women,0,2,2,1,0
Festival Vibes For Her Hollister for women,0,0,3,0,0
Classique Prestige Jean Paul Gaultier for women,0,0,0,2,3
Love at First Glow Jennifer Lopez for women,5,5,23,9,4
Fancy Nights Jessica Simpson for women,33,31,112,202,105
Kenneth Cole New York Men Kenneth Cole for men,0,8,3,0,1
Blush Marc Jacobs for women,4,18,17,3,4
Marc Jacobs Marc Jacobs for women,7,14,74,43,17
Dance of Life Mary Kay for women,0,3,2,1,1
Michael Jordan Michael Jordan for men,11,20,27,4,0
Kors Michael Kors for women,2,2,10,4,2
Notes from Michael Houndstooth Michael Kors for women,0,0,1,0,0
Notes from Michael Tattersall Michael Kors for women,0,0,1,0,1
Nicole Nicole Richie for women,19,29,33,9,3
AMO#401 Amber OK Fine Fragrances for women and men,0,0,1,1,0
OBO#302 Smoked Oud OK Fine Fragrances for women and men,1,0,2,1,0
PRO#201 Patchouli OK Fine Fragrances for women and men,0,1,3,0,0
SGO#501 Santal OK Fine Fragrances for women and men,0,1,0,0,0
VBO#101 Double Vanilla OK Fine Fragrances for women and men,1,0,0,0,1
Just Me Paris Hilton for women,6,8,46,22,8
Paris Hilton Paris Hilton for women,22,33,103,72,28
Paris Hilton Limited Edition Anniversary Fragrance Paris Hilton for women,2,1,2,10,3
Tease Paris Hilton for women,6,15,75,45,9
America Perry Ellis for women and men,6,2,4,4,6
Queen by Queen Latifah Queen Latifah for women,19,11,84,109,29
Queen of Hearts Queen Latifah for women,11,27,66,23,9
RiRi Rihanna for women,27,29,33,17,5
Tommy Girl Jeans Tommy Hilfiger for women,3,4,1,1,1
Tommy Summer Cologne 2002 Tommy Hilfiger for men,0,0,3,0,0
Very Sexy for Him 2 Victoria's Secret for men,3,10,7,1,6
Smoked Oud Vince Camuto for men,2,4,10,9,4
Vince Camuto Vince Camuto for women,17,18,63,56,27
Vince Camuto Homme Vince Camuto for men,7,8,24,23,5
Aqua Allegoria Figue - Iris Guerlain for women,4,8,11,3,2
Aqua Allegoria Grosellina Guerlain for women,4,2,12,1,4
Aqua Allegoria Laurier - Reglisse Guerlain for women,0,2,3,1,0
Cruel Gardenia Guerlain for women,17,7,13,18,11
Elixir Charnel Chypre Fatal Guerlain for women,5,3,9,7,4
Elixir Charnel Gourmand Coquin Guerlain for women,39,24,43,98,53
Elixir Charnel Oriental Brulant Guerlain for women,13,8,16,32,6
Garden Sensuel Guerlain for women,1,1,2,0,0
Guerlain Homme Guerlain for men,39,98,241,84,17
Insolence Guerlain for women,40,28,88,225,184
Insolence Eau de Parfum Guerlain for women,40,28,55,154,268
Insolence Limited Edition Guerlain for women,2,0,2,3,0
Insolence Shimmering Edition Guerlain for women,1,1,0,1,8
L'Instant de Guerlain pour Homme EDT Guerlain for men,17,18,55,55,21
L'Instant Magic Guerlain for women,29,34,94,125,70
L'Instant Magic Limited Edition Guerlain for women,1,1,0,1,0
My Insolence Guerlain for women,10,12,47,111,49
Oud Sensuel Guerlain for men,1,0,1,0,2
Quand Vient La Pluie Guerlain for women,1,0,4,2,2
Quand Vient La Pluie Extrait de Parfum Guerlain for women and men,0,1,1,1,0
Vahina Sylvaine Delacourte for women and men,4,11,21,5,0
Valkyrie Sylvaine Delacourte for women and men,8,5,16,13,3
Vangelis Sylvaine Delacourte for women and men,5,4,11,10,3
Vanori Sylvaine Delacourte for women and men,5,4,15,5,3
Virgile Sylvaine Delacourte for women and men,2,2,20,7,8
Happy in Red Armand Basi for women,3,2,1,0,0
Complicity for Her Breil Milano for women,0,0,0,0,0
Chernaya Smorodina i Myata (Черная смородина и мята) Brocard for women,2,5,2,0,0
Lesnaya Zemlyanika i Polevie Travi (Лесная земляника и полевые травы) Brocard for women,0,1,2,0,0
Oblepiha i Kryzhovnik (Облепиха и крыжовник) Brocard for women,1,0,0,0,0
The Queen of Spades Classic Brocard for women,0,0,0,0,1
Crazy U Midnight CIEL Parfum for women,0,0,0,0,1
Signature for Her David Beckham for women,9,17,57,20,15
Brazilian Summer Fernanda Brandao for women,0,0,3,1,0
Destiny Woman Harley Davidson for women,0,0,4,0,1
Sun Sorbet Jil Sander for women,2,1,1,1,0
Couleur Kenzo Rose-Pink Kenzo for women,2,1,5,3,1
Oh Bella Mandarina Duck for women,0,0,1,2,0
Pink Is In The Air Mandarina Duck for women,0,1,0,0,0
Michalsky Berlin for Men Michael Michalsky for men,0,0,2,0,0
Michalsky Berlin for Women Michael Michalsky for women,0,2,2,0,1
Helium [2He] One of Those for women and men,7,3,6,12,3
OH Denim Extreme UER MI for women and men,0,0,0,0,0
Âme Sauvage Kyse Perfumes for women and men,2,0,2,0,0
Benjoin Vanillee Parfum Extrait Kyse Perfumes for women and men,0,0,1,2,0
Bois de Santal et Terre Kyse Perfumes for women and men,1,0,3,5,3
Bonbons à La Vanille Kyse Perfumes for women and men,3,1,6,1,0
Cocco alla Vaniglia Kyse Perfumes for women,2,4,6,3,2
Cocco Tiare Kyse Perfumes for women,1,0,5,0,1
Confit de Rose Kyse Perfumes for women and men,1,5,12,10,4
Crema di Lime e Cognac Kyse Perfumes for women and men,2,1,7,1,3
Delizia di Marshmallow Kyse Perfumes for women and men,1,2,4,1,4
Douceur Brulee Kyse Perfumes for women and men,3,2,13,14,16
Elegance Sombre Kyse Perfumes for women and men,2,1,8,3,2
Fichi e Panna Kyse Perfumes for women and men,0,1,5,2,0
Framboise Nue Kyse Perfumes for women and men,1,1,3,1,0
Frollino Lavanda Kyse Perfumes for women and men,3,1,9,12,3
Fumée Vanilla Kyse Perfumes for women and men,2,1,4,1,1
Gardenia Sucré Kyse Perfumes for women and men,0,1,2,3,1
Gateau de Carnavale Kyse Perfumes for women and men,0,2,10,1,0
J Kyse Perfumes for women and men,0,3,3,5,1
Mandorlo Cioccolato Kyse Perfumes for women and men,2,2,10,5,0
Miele Kyse Perfumes for women and men,1,0,1,3,5
Oui Plus Kyse Perfumes for women and men,3,2,4,18,11
Pêche au Yuzu Kyse Perfumes for women and men,0,0,2,3,1
Praliné au Caramel Kyse Perfumes for women and men,2,2,4,3,0
Sérénade aux Fraises Kyse Perfumes for women and men,3,1,3,0,0
Sucre et Fleurs Kyse Perfumes for women and men,7,5,15,8,2
Terreno Dolce Kyse Perfumes for women and men,2,1,4,0,0
Vanille de Cèdre Kyse Perfumes for women and men,1,0,2,5,0
Vanille Debauche Kyse Perfumes for women and men,5,5,14,6,1
Vertigo Cuir Kyse Perfumes for women and men,2,0,9,7,4
Sweet Dreams 2003 A Lab on Fire for women and men,3,4,4,5,5
Angel Schlesser Homme Angel Schlesser for men,2,4,14,4,0
Aqaba Classic Aqaba for women,3,0,3,4,1
Bruno Banani Woman Bruno Banani for women,6,4,24,5,2
Truth Calvin Klein for women,22,29,114,74,22
Candie's Candie's for women,2,2,10,0,1
Chopard pour Homme Chopard for men,3,0,10,0,5
Dior Addict Christian Dior for women,67,59,134,423,631
Dior Addict Eau Fraiche 2004 Christian Dior for women,2,3,9,27,8
Diesel Fuel For Life Cologne for Women Diesel for women,1,1,0,1,0
Fuel For Life Femme Diesel for women,4,10,31,41,19
Palazzo Fendi for women,4,4,10,16,23
Emporio Armani Diamonds Giorgio Armani for women,15,31,105,55,13
Caline Gres for women,0,0,11,1,0
Caline Night Gres for women,0,1,1,2,0
190 Ans de Création 1828-2018 Guerlain for women and men,0,0,1,1,2
Aqua Allegoria Bergamote Calabria Guerlain for women and men,19,21,21,9,2
Aqua Allegoria Bouquet de Mai Guerlain for women,3,3,12,2,4
Aqua Allegoria Bouquet Numero 1 Guerlain for women,0,1,2,0,2
Aqua Allegoria Bouquet Numero 2 Guerlain for women,3,0,7,6,0
Aqua Allegoria Flora Cherrysia Guerlain for women and men,6,9,8,3,1
Aqua Allegoria Flora Cherrysia (Sakura Collection 2020) Guerlain for women,1,1,0,0,1
Aqua Allegoria Flora Nymphea Guerlain for women,9,22,53,25,15
Aqua Allegoria Flora Rosa Guerlain for women,7,14,28,4,6
Aqua Allegoria Granada Salvia Guerlain for women and men,4,3,6,1,0
Aqua Allegoria Jasminora Guerlain for women,7,5,18,16,11
Aqua Allegoria Limon Verde Guerlain for women and men,20,34,68,9,3
Aqua Allegoria Lys Soleia Guerlain for women,20,21,86,41,10
Aqua Allegoria Nerolia Bianca Guerlain for women and men,12,30,66,28,20
Aqua Allegoria Orange Soleia Guerlain for women and men,3,1,7,2,3
Aqua Allegoria Passiflora Guerlain for women and men,9,9,24,9,3
Aqua Allegoria Pera Granita Guerlain for women,12,24,44,8,3
Aqua Allegoria Rosa Blanca Guerlain for women,0,1,3,2,1
Aqua Allegoria Rosa Rossa Guerlain for women,6,7,4,3,1
Aqua Allegoria Rosa Rossa (A Chinese New Year Limited Edition) Guerlain for women,1,0,1,0,0
Aqua Allegoria Teazzurra Guerlain for women and men,19,27,53,13,6
Baiser de Russie Guerlain for women,5,8,8,8,2
Black Perfecto by La Petite Robe Noire Guerlain for women,21,32,65,87,28
Black Perfecto by La Petite Robe Noire Eau de Toilette Florale Guerlain for women,4,3,10,12,3
Bois Mystérieux Guerlain for women and men,11,13,17,44,23
Bouquet de Paris Guerlain for women,0,1,3,1,2
Carmen Le Bolshoi Guerlain for women,0,0,2,0,0
Coque d'Or (2014) Guerlain for women,2,0,1,3,1
Cour des Senteurs Versailles Guerlain for women,1,2,2,1,2
Cuir Intense Guerlain for women and men,3,4,14,17,50
Eau de Cologne Impériale Edition 160 Anniversaire Guerlain for women,0,2,1,0,0
Elixir Charnel Floral Romantique Guerlain for women,6,1,12,3,2
Embruns d'Ylang Guerlain for women and men,5,4,8,8,6
Encens Mythique Guerlain for women and men,10,4,10,17,28
Encens Mythique D'Orient Guerlain for women and men,16,18,29,44,98
Flacon Tortue Guerlain for women and men,1,1,2,0,3
Guerlain Homme Guerlain for men,39,98,241,84,17
Guerlain Homme Eau de Parfum (2016) Guerlain for men,18,24,65,79,16
Guerlain Homme L'Eau Guerlain for men,11,18,62,35,17
Guerlain Homme L'Eau Boisée Guerlain for men,45,48,167,250,28
Guerlain Idylle Duet Jasmin-Lilas Guerlain for women,3,7,15,16,6
Guerlain Le Parfum du 68 Guerlain for women and men,3,8,10,16,6
Guerlain Shalimar Parfum Initial L'Eau Guerlain for women,14,22,79,107,22
Guerlain Shalimar Parfum Initial L'Eau Si Sensuelle Guerlain for women,10,12,29,36,7
Habit Rouge Dress Code Guerlain for men,5,11,19,41,17
Habit Rouge Dress Code 2016 Guerlain for men,2,3,1,14,9
Habit Rouge Dress Code 2017 Guerlain for men,2,3,4,15,3
Habit Rouge Dress Code 2018 Guerlain for men,2,3,4,11,3
Habit Rouge L'Eau Guerlain for men,12,16,48,70,19
Habit Rouge L'Extrait Guerlain for men,0,1,0,7,4
Idylle Guerlain for women,27,51,209,114,38
Idylle Duet Guerlain for women,5,0,4,8,4
Idylle Duet Rose-Patchouli Guerlain for women,4,3,6,8,6
Idylle Eau de toilette Guerlain for women,8,21,51,27,3
Idylle Eau Sublime Guerlain for women,13,8,33,43,12
Idylle Extract Guerlain for women,1,2,3,1,2
Idylle Love Blossom Guerlain for women,7,3,10,7,4
Imagine Guerlain for women,3,1,5,2,2
Insolence Extrait Guerlain for women,2,1,2,5,5
Iris Ganache Guerlain for women,17,12,28,26,23
Joyeuse Tubéreuse Guerlain for women and men,4,7,16,12,5
L'Été Guerlain for women and men,0,0,0,0,2
L'Heure Blanche Guerlain for women,5,2,3,3,1
L'Heure de Nuit Guerlain for women,8,9,17,33,8
L'Heure de Nuit Guerlain for women and men,3,1,1,1,1
L'Homme Idéal Extrême Guerlain for men,10,4,12,7,8
L'Homme Idéal L'Intense Guerlain for men,15,20,34,74,21
L'Initial Guerlain for women,1,0,2,5,2
L’Automne Guerlain for women and men,1,0,0,0,1
L’Eau de Parfum du 68 Guerlain for women and men,1,0,0,1,1
L’Hiver Guerlain for women and men,1,1,0,0,3
L’Homme Ideal Guerlain for men,65,61,236,347,71
L’Homme Ideal Cologne Guerlain for men,63,96,426,168,34
L’Homme Ideal Cool Guerlain for men,22,9,57,42,13
L’Homme Ideal Eau de Parfum Guerlain for men,50,53,188,398,92
L’Homme Ideal Sport Guerlain for men,22,29,32,29,13
La Cologne Du Parfumeur Guerlain for women and men,8,2,17,4,0
La Cuvée Secrète Guerlain for women and men,1,3,3,0,0
La Petite Robe Noire Guerlain for women,59,67,279,281,88
La Petite Robe Noire 2 Guerlain for women,4,3,9,7,8
La Petite Robe Noire 5th Anniversary Edition Guerlain for women,0,0,0,1,0
La Petite Robe Noire by Maison Legeron Guerlain for women,0,0,0,0,1
La Petite Robe Noire Couture Guerlain for women,13,26,54,82,22
La Petite Robe Noire Couture Limited Edition 2014 Guerlain for women,0,2,0,4,1
La Petite Robe Noire Eau de Parfum Collector Edition Guerlain for women,0,0,3,5,1
La Petite Robe Noire Eau de Parfum Intense So Frenchy Guerlain for women,1,0,1,2,0
La Petite Robe Noire Eau de Parfum Limited Edition 2014 Guerlain for women,0,0,0,0,2
La Petite Robe Noire Eau de Parfum So Frenchy Guerlain for women,0,0,1,0,0
La Petite Robe Noire Eau de Toilette Guerlain for women,16,30,106,58,17
La Petite Robe Noire Eau de Toilette Collector Edition Guerlain for women,1,1,0,0,0
La Petite Robe Noire Eau de Toilette Limited Edition 2014 Guerlain for women,1,1,2,0,0
La Petite Robe Noire Eau de Toilette My Cocktail Dress 2017 Guerlain for women,1,2,3,3,2
La Petite Robe Noire Eau de Toilette So Frenchy Guerlain for women,1,3,1,1,0
La Petite Robe Noire Eau Fraiche Guerlain for women,15,34,65,30,11
La Petite Robe Noire Flacon Baccarat et Dentelle d'Argent Guerlain for women,0,0,1,0,1
La Petite Robe Noire Hair Mist Guerlain for women,1,0,1,1,0
La Petite Robe Noire Intense Guerlain for women,15,20,35,82,34
La Petite Robe Noire Intense Collector 2019 Guerlain for women,2,1,1,0,1
La Petite Robe Noire L'Extrait Guerlain for women,2,2,5,5,3
La Petite Robe Noire Légère Guerlain for women,4,4,13,6,4
La Petite Robe Noire Ma Première Robe Guerlain for women,3,2,5,3,1
La Petite Robe Noire Ma Première Robe 2016 Guerlain for women,2,2,1,0,1
La Petite Robe Noire Macon&Lesquoy Edition Guerlain for women,3,1,1,1,3
La Petite Robe Noire Mon Eau de Lingerie Guerlain for women,0,2,4,4,3
La Petite Robe Noire Mon Eau Pour Le Voyage Guerlain for women,0,0,0,0,1
La Petite Robe Noire Plissée Guerlain for women,1,7,1,1,0
La Petite Robe Noire Velours Guerlain for women,7,1,5,9,5
Le Bouquet de la Reine Guerlain for women,0,1,2,1,0
Le Muguet 2013 Guerlain for women,0,0,2,5,1
Le Parfum du 68 Extrait Le Passeur du Temps Guerlain for women and men,1,0,0,0,4
Le Printemps Guerlain for women and men,1,0,1,1,2
Les Absolus d'Orient Ambre Eternel Guerlain for women and men,10,7,17,64,47
Les Absolus d'Orient Oud Essentiel Guerlain for women and men,8,8,14,48,34
Les Absolus d'Orient Santal Royal Guerlain for women and men,29,21,54,136,236
Les Absolus d'Orient Santal Royal Collector Guerlain for women and men,2,2,0,6,5
Les Voyages Olfactifs 04 Paris-London Guerlain for women and men,0,1,0,4,1
Les Voyages Olfactifs 05 Paris-Shanghai Guerlain for women and men,2,1,3,8,1
LUI Guerlain for women and men,12,10,20,39,18
Mademoiselle Guerlain Guerlain for women,4,4,18,8,5
Météorites Le Parfum Guerlain for women,13,30,34,7,9
Mon Exclusif Guerlain for women,11,23,24,35,34
Mon Guerlain Guerlain for women,100,103,367,346,144
Mon Guerlain Bloom of Rose Guerlain for women,18,14,30,15,4
Mon Guerlain Bloom of Rose Eau de Parfum Guerlain for women,2,6,7,6,6
Mon Guerlain Eau de Parfum Intense Guerlain for women,17,15,25,62,21
Mon Guerlain Eau de Toilette Guerlain for women,9,16,36,18,7
Mon Guerlain Extrait Guerlain for women,1,1,4,2,0
Mon Guerlain Florale Guerlain for women,19,26,46,64,16
Mon Guerlain Gold Collector Edition Guerlain for women,0,3,1,0,3
Mon Guerlain Limited Edition 2018 Guerlain for women,0,0,0,0,0
Mon Guerlain Limited Edition 2019 Guerlain for women,1,0,4,2,2
Mon Guerlain Sensuelle Guerlain for women,6,6,7,5,4
Mon Precieux Nectar Guerlain for women,17,8,38,28,9
Muguet 2016 Guerlain for women,0,2,2,1,1
Muguet 2017 Guerlain for women,1,0,1,4,2
Muguet Millésime 2018 Guerlain for women,0,1,1,0,0
Muguet Millésime 2019 Guerlain for women,0,0,0,0,0
Muguet Millésime 2020 Guerlain for women and men,0,0,3,0,0
Musc Noble Guerlain for women and men,2,1,13,22,20
Myrrhe & Delires Guerlain for women and men,3,7,11,15,6
Ne m’Oubliez Pas Guerlain for women,0,1,6,3,11
Neroli Outrenoir Guerlain for women and men,11,12,9,37,12
Patchouli Ardent Guerlain for women and men,2,1,1,9,3
Petit Guerlain (In Blue) Guerlain for women and men,6,0,2,0,0
Petit Guerlain (In Pink) Guerlain for women and men,4,4,7,2,0
Place Rouge Guerlain for women,2,0,3,0,1
Prima Ballerina Guerlain for women,0,0,0,0,1
Promenade des Anglais Guerlain for women,10,6,7,1,1
Quand Vient La Pluie Guerlain for women,1,0,4,2,2
Quand Vient La Pluie Extrait de Parfum Guerlain for women and men,0,1,1,1,0
Rose Nacree du Desert Guerlain for women and men,5,6,15,49,31
Royal Extract II Guerlain for women and men,1,0,0,3,2
Santal Royal Guerlain for women and men,3,6,4,5,8
Shalimar Cologne Guerlain for women,17,18,53,14,13
Shalimar Indes & Merveilles Guerlain for women,2,0,1,1,5
Shalimar Ode a la Vanille Guerlain for women,4,6,11,16,2
Shalimar Ode a la Vanille Sur la Route du Mexique Guerlain for women,9,16,23,44,16
Shalimar Parfum Initial Guerlain for women,42,60,184,352,113
Shalimar Parfum Initial A Fleur de Peau Guerlain for women,2,2,1,0,0
Shalimar Souffle d'Oranger Guerlain for women,5,3,8,1,1
Shalimar Souffle de Lumière Guerlain for women,7,9,25,8,9
Shalimar Souffle de Parfum Guerlain for women,35,41,124,64,44
Shalimar Souffle de Parfum 2015 Guerlain for women,2,2,1,0,0
Shalimar Souffle de Parfum 2017 Guerlain for women,5,3,9,5,8
Shalimar Souffle de Parfum 2018 Guerlain for women,1,0,0,0,1
Shalimar Souffle Intense Guerlain for women,19,16,33,57,28
Songe d'un Bois d'Ete Guerlain for women and men,9,10,21,52,84
Terracotta Le Parfum Guerlain for women,45,79,145,95,50
Tonka Imperiale Guerlain for women and men,33,25,73,117,31
Un Dimanche à la Campagne Guerlain for women and men,4,1,8,1,3
Vol de Nuit 80 Anniversaire Guerlain for women,1,0,1,0,2
Jil Sander Man Jil Sander for men,1,5,10,16,10
Jil Sander Man Absolute Jil Sander for men,0,1,4,8,9
Sport for Men Jil Sander for men,0,4,5,3,1
Darling Kylie Minogue for women,11,10,33,13,4
Sweet Darling Kylie Minogue for women,1,6,5,9,4
Hypnôse Lancome for women,44,55,247,308,102
Hypnôse Eau de Toilette Lancome for women,1,1,2,1,1
Hypnôse Eau Legere Lancome for women,1,5,22,11,3
Mango Adorably Mango for women,0,3,3,10,3
Domain Mary Kay for men,1,3,6,3,3
Giordani White Gold Oriflame for women,7,2,19,38,10
Salvador Dali Pour Homme Salvador Dali for men,6,7,22,65,75
Les Saisons Printemps Van Cleef & Arpels for women,2,0,2,0,2
Jasmine Yang Anima Vinci for women,0,0,2,3,0
Cafe-Cafe Cafe Parfums for women,3,4,17,3,1
Coeur d'Ylang Comptoir Sud Pacifique for women,0,1,3,5,2
Rhum & Tabac Comptoir Sud Pacifique for women and men,2,2,3,5,9
Debut Etienne Aigner for women,6,3,9,7,3
No 7 Eutopie for women and men,1,0,5,2,3
No 8 Eutopie for women and men,2,1,4,1,2
#Bon Bon Cherie Faberlic for women,1,0,0,0,0
Bouquet d’Aurore Faberlic for women,1,0,0,0,0
Cristal Faberlic for women,0,0,1,0,0
Cruiser Faberlic for men,0,1,0,0,0
Cruiser Turbo Faberlic for men,0,0,0,0,0
Cruiser Ultra Faberlic for men,0,0,0,0,1
EYE TO EYE Vshokolade Faberlic for women,0,0,0,0,0
L' Esthete Faberlic for men,2,1,0,0,0
Mrs. Incognito Faberlic for women,0,0,0,1,0
Orangerie Mimosa Faberlic for women,0,1,0,0,0
Platinum Faberlic for women,0,0,0,0,1
Vent d'Aventures Pour Femme Faberlic for women,0,0,1,1,1
Desert Gold Friedemodin for women and men,0,0,0,0,0
Cabotine Floralisme Gres for women,2,6,12,8,4
Caline Blooming Moments Gres for women,0,2,0,1,1
Bois D'Orient Jean Charles Brosseau for men,1,0,4,1,1
Fleurs d'Ombre Nymphea Jean Charles Brosseau for women,1,1,4,2,2
Ombre Azurite Jean Charles Brosseau for women,0,0,0,0,0
Ombre Orientale Jean Charles Brosseau for women and men,2,1,3,4,4
Ombre Platine Jean Charles Brosseau for women,4,1,4,7,8
Collection Heritage Adieu Sagesse Jean Patou for women,1,1,1,2,1
Collection Heritage Chaldée Jean Patou for women,2,1,5,6,4
Collection Heritage Colony Jean Patou for women,1,0,2,1,1
Collection Heritage Deux Amours Jean Patou for women,2,1,0,1,1
Collection Heritage Eau de Patou Jean Patou for women and men,3,0,2,0,1
Collection Heritage L'Heure Attendue Jean Patou for women,0,1,0,0,2
Collection Heritage Patou Pour Homme Jean Patou for men,9,1,4,2,4
Collection Heritage Que Sais-Je? Jean Patou for women,3,0,2,2,3
Collection Heritage Vacances Jean Patou for women,1,3,5,1,1
Joy Forever Jean Patou for women,13,3,7,3,2
Palmarola Le Couvent des Minimes for women and men,0,1,1,3,1
Iris Le Galion for women,1,2,8,1,3
Rose Le Galion for women,1,1,1,2,1
Snob Le Galion for women,1,1,4,3,2
Tubereuse Le Galion for women,1,2,3,0,1
Vetyver Le Galion for women and men,0,2,1,2,3
Bluff Lubin for women and men,0,2,15,4,2
Condottiere Lubin for women and men,0,0,1,2,1
Daimo Lubin for women and men,0,0,1,1,0
Epidor Lubin for women and men,0,2,3,13,1
Figaro Lubin for women and men,4,5,13,5,4
Gajah Mada Lubin for women and men,0,0,2,2,1
Galaor Lubin for women and men,0,0,2,3,2
Inedite Lubin for women,0,1,3,5,3
Kismet Lubin for women,1,0,8,13,12
Korrigan Lubin for women and men,15,5,26,46,12
Sarmate Lubin for women and men,1,0,2,3,2
Sinbad Lubin for women and men,1,0,0,2,2
Selfie Olfactive Studio for women and men,6,11,10,12,2
Perfume Calligraphy Rose Aramis for women and men,15,18,25,109,141
Aromatics Elixir Sheer Velvet Philtre Sensuel Clinique for women,0,1,1,1,5
DKNY My NY Donna Karan for women,11,22,62,24,5
DKNY Women ♥ Limited Edition Eau de Toilette Donna Karan for women,0,1,3,1,0
Z Zegna Milan Ermenegildo Zegna for men,7,3,10,24,3
Z Zegna New York Ermenegildo Zegna for men,3,2,4,3,2
Z Zegna Shanghai Ermenegildo Zegna for men,3,1,3,2,5
Missoni Missoni for women,4,5,16,18,2
Missoni Acqua Missoni for women,1,1,2,11,2
I Am King Sean John for men,25,30,30,8,4
Dreaming Tommy Hilfiger for women,5,15,25,16,2
Adidas 3 Extreme Pour Elle Adidas for women,0,0,0,0,0
Adidas 3 Women Adidas for women,0,2,2,1,0
Pink Tonic Azzaro for women,1,0,3,0,0
Betty Barclay Woman Betty Barclay for women,1,1,0,0,0
B Boucheron for women,4,6,26,13,1
1881 Amber pour Homme Cerruti for men,3,2,11,5,0
Cerruti 1881 Summer Fragrance pour Homme Cerruti for men,0,1,7,1,0
Image Cerruti for men,1,9,43,21,1
Wish Turquoise Diamond Chopard for women,1,6,2,1,0
Citiver Dueto Parfums for women and men,2,4,13,10,23
Boss Intense Hugo Boss for women,0,8,26,46,18
Boss Soul Hugo Boss for men,13,19,66,22,5
Hugo Woman Hugo Boss for women,8,16,60,11,7
Hypnôse Senses Lancome for women,8,10,49,47,14
Tempore Donna Laura Biagiotti for women,1,3,15,6,4
Exult Naomi Campbell for women,5,2,7,1,1
Naomi Campbell Naomi Campbell for women,7,12,61,26,5
Comme Une Evidence Green for Men Yves Rocher for men,1,14,30,3,1
Comme Une Evidence L'Eau Yves Rocher for women,5,8,13,2,1
Vanille Café Comptoir Sud Pacifique for women and men,1,1,3,3,4
Ma Rose Fragonard for women,2,0,1,0,1
Ambra Jeroboam for women and men,0,2,3,12,4
BOHA Jeroboam for women,1,0,4,3,3
Gozo Jeroboam for women and men,1,1,0,0,2
Hauto Jeroboam for women and men,0,6,5,3,7
Insulo Jeroboam for women and men,0,2,3,8,28
Ligno Jeroboam for women and men,1,2,0,3,2
Miksado Jeroboam for women and men,1,4,5,9,8
Oriento Jeroboam for women and men,2,2,5,8,19
Origino Jeroboam for women and men,0,1,6,9,4
Vespero Jeroboam for men,4,4,8,12,24
L'Art de la Guerre Jovoy Paris for women and men,9,3,10,24,10
Rose Millesimee Jovoy Paris for women,3,1,2,3,9
Touche Finale Jovoy Paris for women and men,1,0,5,5,0
Aesthete Le Galion for men,3,3,6,6,3
Cuir Le Galion for women and men,0,1,1,0,0
Kintsugi Masque Milano for women and men,0,3,3,3,14
Far Away Glamour Avon for women,1,2,14,6,4
Surreal Sky Avon for women,0,2,1,0,1
Amar Ésika for women,0,0,0,0,0
Carbon Turbo Eudora for men,0,0,0,0,0
Eudora Unique Eudora for women,0,0,0,1,0
